text,intent,query_json
¿cuál es la razón del aumento de emergencias durante el año?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
¿qué causó el cambio en comisiones cobradas el día de ayer?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ayer"", ""visualization"": ""text""}"
Muéstrame en un mapa los emergencias el último trimestre?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
¿qué cobros el día de ayer hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 10, ""visualization"": ""table""}"
Los 5 talleres mejor comisión de la plataforma?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo se comparan taller b y taller maría en comisiones cobradas?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller B"", ""taller María""], ""visualization"": ""bar""}"
Necesito ver los cobros por problema de batería del último mes?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_mes"", ""limit"": 100, ""visualization"": ""table""}"
Ordéname los auxiliares por monto total de mayor a menor?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 50, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Ranking de talleres del oeste por facturación total?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
El total de talleres del último año?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Evolución temporal de casos anulados?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""total_comisiones"", ""group_by"": ""time"", ""filters"": {""estado"": ""CANCELADO""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
"¿quién tiene mejor calificación media, taller a o taller b?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller A"", ""taller B""], ""visualization"": ""bar""}"
Muéstrame en un mapa los talleres el día de hoy?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
¿qué tiempo promedio de llegada tienen los cobros del último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""taller_id"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Analiza por qué cuánto se ha pagado de llanta pinchada en el último trimestre?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Necesito ver los servicios asignados del norte en esta semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
Necesito saber el número de asignaciones de accidente en el último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
¿cuál es la razón del aumento de transacciones en 2025?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
Muéstrame la tendencia de asignaciones hoy?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
Lista los cobros zona oeste en 2025?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""limit"": 100, ""visualization"": ""table""}"
¿cuál es el porcentaje de rechazos por categoría en el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""tasa_rechazo"", ""group_by"": ""tipo_codigo"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Dime el total de pagos en esta semana?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
Gráfica de tendencia de casos del oeste en 2026?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cómo se comportó el cuántas en los últimos 3 meses?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
Dame el conteo de reportes el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿cuántas servicios asignados hubo en los últimos 3 meses?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
¿qué cantidad tienen los incidentes este día?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""mes"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿qué cobros de motor dañado de la semana pasada hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
Lista los servicios asignados en junio?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""limit"": 20, ""visualization"": ""table""}"
¿cuántos cobros hubo en total ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
Muéstrame en un mapa los establecimientos en esta semana?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Necesito saber el número de mecánicos por falla de motor en mayo?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
Dibuja los talleres de motor en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Dame el conteo de mecánicos de motor hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
¿qué ganancias se registra por horario hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Muéstrame todos los pagos zona norte?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""hoy"", ""limit"": 50, ""visualization"": ""table""}"
Dime el total de los pagos?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""semana"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿cuál es la diferencia de comisiones totales entre taller a y taller lento?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller A"", ""taller Lento""], ""visualization"": ""bar""}"
Dame el listado de talleres en la última semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""limit"": 100, ""visualization"": ""table""}"
¿cuál es el cuánto gana la plataforma por mes en los últimos 3 meses?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""mes"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cuáles son los emergencias de llanta pinchada con más facturación total?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿qué cantidad de establecimientos hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
"¿quién tiene mejor ganancias, taller sur o taller rápido?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Sur"", ""taller Rápido""], ""visualization"": ""bar""}"
Top 25 mecánicos del oeste por cuántas?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Los 10 mecánicos mejor comisiones cobradas?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo ha cambiado el monto total en junio?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Tendencia de asignaciones de motor en el tiempo?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Ordéname los talleres por velocidad de respuesta de mayor a menor?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Calcula el cuánto tardan en llegar de técnicos de motor dañado el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""taller_id"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Gráfico de líneas de asignaciones esta semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
Los incidentes con mayor cuánto gana la plataforma?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Necesito saber el facturación total por día de motor dañado ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""dia"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Los 5 auxiliares mejor puntuación promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dame el ranking de casos por suma de montos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Analiza por qué comisiones totales en los últimos 3 meses?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Gráfica de tendencia de asignaciones en los últimos 3 meses?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
Evolución temporal de emergencias de batería?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""total_comisiones"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cuál es la evolución de pagos del mes pasado?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Muéstrame la lista de técnicos?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 50, ""visualization"": ""table""}"
¿cuál es la cantidad de servicios asignados de la semana pasada?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
Top 15 talleres por tiempo medio de llegada?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo va el rating promedio este este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿cuál es el total pagado cada hora el día de ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Analiza por qué tiempo medio de asignación de la semana pasada?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""text""}"
Necesito saber el cuántas por tipo de incidente en esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""tipo_codigo"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿por qué el ingresos totales no clasificados está así?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
Necesito saber el cuánto tarda en asignar por tipo de incidente de colisión en esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""tipo_codigo"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Dame el listado de casos en el día de hoy?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 20, ""visualization"": ""table""}"
¿cuántos talleres hubo en total en el último año?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Dame el listado de cobros ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 50, ""visualization"": ""table""}"
Muéstrame el calificación promedio por falla de motor del mes pasado?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""taller_id"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿qué tendencia muestran los pagos en la última semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
Lista los talleres hoy?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 10, ""visualization"": ""table""}"
Lista los técnicos en esta semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""limit"": 50, ""visualization"": ""table""}"
Dame el ranking de mecánicos por puntuación promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Lista los pagos en 2026?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""limit"": 50, ""visualization"": ""table""}"
¿cuál es el tiempo promedio de asignación por tipo de incidente ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""tipo_codigo"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Ver auxiliares por falla de motor?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_trimestre"", ""limit"": 20, ""visualization"": ""table""}"
Dame el ranking de talleres por monto total?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿quiénes son los mejores incidentes en calificación media?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""none"", ""limit"": 20, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dime las diferencias de cantidad entre taller pedro y taller oeste?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Pedro"", ""taller Oeste""], ""visualization"": ""bar""}"
Necesito saber el número de transacciones zona central en el último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
¿cómo se comportó el tiempo promedio para asignar el último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Dibuja los establecimientos en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Muéstrame en un mapa los establecimientos en el último año?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
Gráfico de líneas de transacciones el último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿qué incidentes este en el día de hoy hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""hoy"", ""limit"": 50, ""visualization"": ""table""}"
Compara el cuánto tarda en asignar entre taller lento y taller este?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller Este""], ""visualization"": ""bar""}"
¿cómo se comportó el porcentaje de rechazos el día de ayer?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ayer"", ""visualization"": ""line""}"
Necesito ver los casos baja prioridad el día de ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ayer"", ""limit"": 20, ""visualization"": ""table""}"
Explica el comportamiento de pagos el día de ayer?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""text""}"
¿cuántos talleres ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
Compara el comisiones cobradas entre taller sur y taller oeste?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Sur"", ""taller Oeste""], ""visualization"": ""bar""}"
Calcula el tiempo promedio en llegar de auxiliares de motor dañado el último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_llegada"", ""group_by"": ""estado"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
Muéstrame el comisiones totales zona oeste en mayo?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""mes"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
Comparativa de tiempo medio de asignación entre taller a y taller c?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller A"", ""taller C""], ""visualization"": ""bar""}"
Mapa de calor de casos del centro en el día de hoy?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
¿cuál es el tiempo medio de asignación diariamente ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_asignacion"", ""group_by"": ""dia"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
¿cuál es la cantidad de asignaciones el día de ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
El número de de los talleres en el último año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""taller_id"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
Gráfica de tendencia de transacciones en el día de hoy?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""line""}"
¿qué técnicos en 2026 hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""limit"": 20, ""visualization"": ""table""}"
Muéstrame los talleres en el mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
